Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,counterbalance-2nfr,branch-i39d,branch-gwtr,branch-9h9t,checkpoint-o7ee,checkpoint-6s7s,branch-ktz5,branch-hxbs,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Yes,Store: Consent
1,1732122811456,20/11/2024 17:13:31,1732101211456,-6,20/11/2024 05:13:31,196386,5,questionnaire-f8mc,,41494981,BLIND,12111703,,complete,,673e18910e55c89c367bc32b,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1707x1067,1699x907,Headphone Check Pass,,0,Consent_Form_UNC,5,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732122817479,20/11/2024 17:13:37,1732101217479,-6,20/11/2024 05:13:37,196386,5,questionnaire-f8mc,,41494981,BLIND,12111703,,complete,,673e18910e55c89c367bc32b,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1707x1067,1699x907,Headphone Check Pass,,0,Consent_Form_UNC,5,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732122817479,20/11/2024 17:13:37,1732101217479,-6,20/11/2024 05:13:37,196386,5,questionnaire-f8mc,,41494981,BLIND,12111703,,complete,,673e18910e55c89c367bc32b,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1707x1067,1699x907,Headphone Check Pass,,0,Consent_Form_UNC,5,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732122817480,20/11/2024 17:13:37,1732101217480,-6,20/11/2024 05:13:37,196386,5,questionnaire-f8mc,,41494981,BLIND,12111703,,complete,,673e18910e55c89c367bc32b,computer,Desktop or Laptop,Windows 10,Edge 130.0.0.0,1707x1067,1699x907,Headphone Check Pass,,0,Consent_Form_UNC,5,CB48,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,5936,,,,,,
1,1732123130155,20/11/2024 17:18:50,1732094330155,-8,20/11/2024 01:18:50,196386,5,questionnaire-f8mc,,41495122,BLIND,12111741,,complete,,673e19c9aa694e93ab43935b,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x963,Headphone Check Pass,,0,Consent_Form_UNC,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732123133729,20/11/2024 17:18:53,1732094333729,-8,20/11/2024 01:18:53,196386,5,questionnaire-f8mc,,41495122,BLIND,12111741,,complete,,673e19c9aa694e93ab43935b,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x963,Headphone Check Pass,,0,Consent_Form_UNC,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732123133729,20/11/2024 17:18:53,1732094333729,-8,20/11/2024 01:18:53,196386,5,questionnaire-f8mc,,41495122,BLIND,12111741,,complete,,673e19c9aa694e93ab43935b,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x963,Headphone Check Pass,,0,Consent_Form_UNC,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732123133729,20/11/2024 17:18:53,1732094333729,-8,20/11/2024 01:18:53,196386,5,questionnaire-f8mc,,41495122,BLIND,12111741,,complete,,673e19c9aa694e93ab43935b,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x963,Headphone Check Pass,,0,Consent_Form_UNC,5,CB27,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,3544,,,,,,
1,1732123659256,20/11/2024 17:27:39,1732094859256,-8,20/11/2024 01:27:39,196386,5,questionnaire-f8mc,,41495349,BLIND,12111795,,complete,,673e198288fb8f7a63d21fc3,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1921x923,1920x915,Headphone Check Pass,,0,Consent_Form_UNC,5,CB45,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732123677074,20/11/2024 17:27:57,1732094877074,-8,20/11/2024 01:27:57,196386,5,questionnaire-f8mc,,41495349,BLIND,12111795,,complete,,673e198288fb8f7a63d21fc3,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1921x923,1920x915,Headphone Check Pass,,0,Consent_Form_UNC,5,CB45,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732123677074,20/11/2024 17:27:57,1732094877074,-8,20/11/2024 01:27:57,196386,5,questionnaire-f8mc,,41495349,BLIND,12111795,,complete,,673e198288fb8f7a63d21fc3,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1921x923,1920x915,Headphone Check Pass,,0,Consent_Form_UNC,5,CB45,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732123677074,20/11/2024 17:27:57,1732094877074,-8,20/11/2024 01:27:57,196386,5,questionnaire-f8mc,,41495349,BLIND,12111795,,complete,,673e198288fb8f7a63d21fc3,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1921x923,1920x915,Headphone Check Pass,,0,Consent_Form_UNC,5,CB45,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,17793,,,,,,
1,1732124104710,20/11/2024 17:35:04,1732102504710,-6,20/11/2024 05:35:04,196386,5,questionnaire-f8mc,,41495506,BLIND,12111866,,complete,,673e1da6a2c2d714b4b868f5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1680x1050,1472x894,Headphone Check Pass,,0,Consent_Form_UNC,5,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732124110722,20/11/2024 17:35:10,1732102510722,-6,20/11/2024 05:35:10,196386,5,questionnaire-f8mc,,41495506,BLIND,12111866,,complete,,673e1da6a2c2d714b4b868f5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1680x1050,1472x894,Headphone Check Pass,,0,Consent_Form_UNC,5,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732124110722,20/11/2024 17:35:10,1732102510722,-6,20/11/2024 05:35:10,196386,5,questionnaire-f8mc,,41495506,BLIND,12111866,,complete,,673e1da6a2c2d714b4b868f5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1680x1050,1472x894,Headphone Check Pass,,0,Consent_Form_UNC,5,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732124110722,20/11/2024 17:35:10,1732102510722,-6,20/11/2024 05:35:10,196386,5,questionnaire-f8mc,,41495506,BLIND,12111866,,complete,,673e1da6a2c2d714b4b868f5,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1,1680x1050,1472x894,Headphone Check Pass,,0,Consent_Form_UNC,5,CB14,Yes,Pass,Pass,Headphone Check Pass,,,,,,,,info,,END,5966,,,,,,
1,1732124118455,20/11/2024 17:35:18,1732102518455,-6,20/11/2024 05:35:18,196386,5,questionnaire-f8mc,,41495514,BLIND,12111869,,complete,,673e1dba71bb76bcf7ec4313,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1600x900,1600x731,Headphone Check Pass,,0,Consent_Form_UNC,5,CB9,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732124206802,20/11/2024 17:36:46,1732102606802,-6,20/11/2024 05:36:46,196386,5,questionnaire-f8mc,,41495514,BLIND,12111869,,complete,,673e1dba71bb76bcf7ec4313,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1600x900,1600x731,Headphone Check Pass,,0,Consent_Form_UNC,5,CB9,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732124206802,20/11/2024 17:36:46,1732102606802,-6,20/11/2024 05:36:46,196386,5,questionnaire-f8mc,,41495514,BLIND,12111869,,complete,,673e1dba71bb76bcf7ec4313,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1600x900,1600x731,Headphone Check Pass,,0,Consent_Form_UNC,5,CB9,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732124206804,20/11/2024 17:36:46,1732102606804,-6,20/11/2024 05:36:46,196386,5,questionnaire-f8mc,,41495514,BLIND,12111869,,complete,,673e1dba71bb76bcf7ec4313,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1600x900,1600x731,Headphone Check Pass,,0,Consent_Form_UNC,5,CB9,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,88271,,,,,,
1,1732124477482,20/11/2024 17:41:17,1732095677482,-8,20/11/2024 01:41:17,196386,5,questionnaire-f8mc,,41495643,BLIND,12111910,,complete,,673e1f1720a1d532217b589b,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1664x1110,1664x975,Headphone Check Pass,,0,Consent_Form_UNC,5,CB34,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732124484646,20/11/2024 17:41:24,1732095684646,-8,20/11/2024 01:41:24,196386,5,questionnaire-f8mc,,41495643,BLIND,12111910,,complete,,673e1f1720a1d532217b589b,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1664x1110,1664x975,Headphone Check Pass,,0,Consent_Form_UNC,5,CB34,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732124484646,20/11/2024 17:41:24,1732095684646,-8,20/11/2024 01:41:24,196386,5,questionnaire-f8mc,,41495643,BLIND,12111910,,complete,,673e1f1720a1d532217b589b,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1664x1110,1664x975,Headphone Check Pass,,0,Consent_Form_UNC,5,CB34,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732124484647,20/11/2024 17:41:24,1732095684647,-8,20/11/2024 01:41:24,196386,5,questionnaire-f8mc,,41495643,BLIND,12111910,,complete,,673e1f1720a1d532217b589b,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1664x1110,1664x975,Headphone Check Pass,,0,Consent_Form_UNC,5,CB34,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,7085,,,,,,
1,1732124777329,20/11/2024 17:46:17,1732106777329,-5,20/11/2024 07:46:17,196386,5,questionnaire-f8mc,,41495756,BLIND,12111960,,complete,,673e2008fae14bfa8de06e6e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1434x641,Headphone Check Pass,,0,Consent_Form_UNC,5,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732124806289,20/11/2024 17:46:46,1732106806289,-5,20/11/2024 07:46:46,196386,5,questionnaire-f8mc,,41495756,BLIND,12111960,,complete,,673e2008fae14bfa8de06e6e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1434x641,Headphone Check Pass,,0,Consent_Form_UNC,5,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732124806290,20/11/2024 17:46:46,1732106806290,-5,20/11/2024 07:46:46,196386,5,questionnaire-f8mc,,41495756,BLIND,12111960,,complete,,673e2008fae14bfa8de06e6e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1434x641,Headphone Check Pass,,0,Consent_Form_UNC,5,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732124806290,20/11/2024 17:46:46,1732106806290,-5,20/11/2024 07:46:46,196386,5,questionnaire-f8mc,,41495756,BLIND,12111960,,complete,,673e2008fae14bfa8de06e6e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1434x641,Headphone Check Pass,,0,Consent_Form_UNC,5,CB43,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,28932,,,,,,
1,1732125605340,20/11/2024 18:00:05,1732104005340,-6,20/11/2024 06:00:05,196386,5,questionnaire-f8mc,,41496217,BLIND,12112091,,complete,,673e2154313408c59f1c8f65,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,675x788,Headphone Check Pass,,0,Consent_Form_UNC,5,CB26,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732125629758,20/11/2024 18:00:29,1732104029758,-6,20/11/2024 06:00:29,196386,5,questionnaire-f8mc,,41496217,BLIND,12112091,,complete,,673e2154313408c59f1c8f65,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1377x788,Headphone Check Pass,,0,Consent_Form_UNC,5,CB26,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732125629758,20/11/2024 18:00:29,1732104029758,-6,20/11/2024 06:00:29,196386,5,questionnaire-f8mc,,41496217,BLIND,12112091,,complete,,673e2154313408c59f1c8f65,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1377x788,Headphone Check Pass,,0,Consent_Form_UNC,5,CB26,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732125629758,20/11/2024 18:00:29,1732104029758,-6,20/11/2024 06:00:29,196386,5,questionnaire-f8mc,,41496217,BLIND,12112091,,complete,,673e2154313408c59f1c8f65,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1377x788,Headphone Check Pass,,0,Consent_Form_UNC,5,CB26,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,24391,,,,,,
1,1732126130498,20/11/2024 18:08:50,1732097330498,-8,20/11/2024 02:08:50,196386,5,questionnaire-f8mc,,41496412,BLIND,12112152,,complete,,673e259663c0df31d9436e82,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1283x705,Headphone Check Pass,,0,Consent_Form_UNC,5,CB3,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732126147385,20/11/2024 18:09:07,1732097347385,-8,20/11/2024 02:09:07,196386,5,questionnaire-f8mc,,41496412,BLIND,12112152,,complete,,673e259663c0df31d9436e82,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1283x705,Headphone Check Pass,,0,Consent_Form_UNC,5,CB3,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732126147385,20/11/2024 18:09:07,1732097347385,-8,20/11/2024 02:09:07,196386,5,questionnaire-f8mc,,41496412,BLIND,12112152,,complete,,673e259663c0df31d9436e82,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1283x705,Headphone Check Pass,,0,Consent_Form_UNC,5,CB3,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732126147385,20/11/2024 18:09:07,1732097347385,-8,20/11/2024 02:09:07,196386,5,questionnaire-f8mc,,41496412,BLIND,12112152,,complete,,673e259663c0df31d9436e82,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1283x705,Headphone Check Pass,,0,Consent_Form_UNC,5,CB3,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,16860,,,,,,
1,1732127581548,20/11/2024 18:33:01,1732109581548,-5,20/11/2024 08:33:01,196386,5,questionnaire-f8mc,,41496918,BLIND,12112270,,complete,,673e298437d6859fb3523c98,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x667,Headphone Check Pass,,0,Consent_Form_UNC,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732127585786,20/11/2024 18:33:05,1732109585786,-5,20/11/2024 08:33:05,196386,5,questionnaire-f8mc,,41496918,BLIND,12112270,,complete,,673e298437d6859fb3523c98,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x667,Headphone Check Pass,,0,Consent_Form_UNC,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732127585786,20/11/2024 18:33:05,1732109585786,-5,20/11/2024 08:33:05,196386,5,questionnaire-f8mc,,41496918,BLIND,12112270,,complete,,673e298437d6859fb3523c98,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x667,Headphone Check Pass,,0,Consent_Form_UNC,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732127585786,20/11/2024 18:33:05,1732109585786,-5,20/11/2024 08:33:05,196386,5,questionnaire-f8mc,,41496918,BLIND,12112270,,complete,,673e298437d6859fb3523c98,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 129.0.0.0,1440x900,1440x667,Headphone Check Pass,,0,Consent_Form_UNC,5,CB25,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,4213,,,,,,
1,1732127863808,20/11/2024 18:37:43,1732109863808,-5,20/11/2024 08:37:43,196386,5,questionnaire-f8mc,,41497000,BLIND,12112297,,complete,,673e2b06e8d00e471e769c6b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1792x1120,1450x872,Headphone Check Pass,,0,Consent_Form_UNC,5,CB5,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,BEGIN,,,,,,,
2,1732127874478,20/11/2024 18:37:54,1732109874478,-5,20/11/2024 08:37:54,196386,5,questionnaire-f8mc,,41497000,BLIND,12112297,,complete,,673e2b06e8d00e471e769c6b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1792x1120,1450x872,Headphone Check Pass,,0,Consent_Form_UNC,5,CB5,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,value,Yes,,Yes|No,consent,2,object-4,,Yes
3,1732127874478,20/11/2024 18:37:54,1732109874478,-5,20/11/2024 08:37:54,196386,5,questionnaire-f8mc,,41497000,BLIND,12112297,,complete,,673e2b06e8d00e471e769c6b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1792x1120,1450x872,Headphone Check Pass,,0,Consent_Form_UNC,5,CB5,Yes,Pass,Exit,Headphone Check Pass,,,,Page 1,48mr17,1,"If you would like to participate in this study select ""yes"", otherwise select ""no."" ",response,quantised,1,,Yes|No,consent,2,object-4,,Yes
4,1732127874478,20/11/2024 18:37:54,1732109874478,-5,20/11/2024 08:37:54,196386,5,questionnaire-f8mc,,41497000,BLIND,12112297,,complete,,673e2b06e8d00e471e769c6b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1792x1120,1450x872,Headphone Check Pass,,0,Consent_Form_UNC,5,CB5,Yes,Pass,Exit,Headphone Check Pass,,,,,,,,info,,END,10637,,,,,,
END OF FILE
