"","Event Index","UTC Timestamp","UTC Date and Time","Local Timestamp","Local Timezone","Local Date and Time","Experiment ID","Experiment Version","Tree Node Key","Repeat Key","Schedule ID","Participant Public ID","Participant Private ID","Participant Starting Group","Participant Status","Participant Completion Code","Participant External Session ID","Participant Device Type","Participant Device","Participant OS","Participant Browser","Participant Monitor Size","Participant Viewport Size","Checkpoint","Room ID","Room Order","Task Name","Task Version","counterbalance-2nfr","branch-i39d","branch-gwtr","branch-9h9t","checkpoint-o7ee","checkpoint-6s7s","branch-ktz5","branch-hxbs","Page","Page ID","Page Counter","Question","Response Type","Key","Response","Tag","OptionOrder","Object Name","Object Number","Object ID"
"779","8",1733364017821,"05/12/2024 02:00:17",1733338817821,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"780","9",1733364017821,"05/12/2024 02:00:17",1733338817821,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"781","10",1733364017821,"05/12/2024 02:00:17",1733338817821,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"782","11",1733364017821,"05/12/2024 02:00:17",1733338817821,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"783","12",1733364017821,"05/12/2024 02:00:17",1733338817821,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"784","13",1733364017822,"05/12/2024 02:00:17",1733338817822,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","No",NA,"Yes|No","Multiple Choice",5,"object-7"
"785","14",1733364017822,"05/12/2024 02:00:17",1733338817822,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","2",NA,"Yes|No","Multiple Choice",5,"object-7"
"786","15",1733364017825,"05/12/2024 02:00:17",1733338817825,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","No",NA,"Yes|No","Multiple Choice",6,"object-8"
"787","16",1733364017826,"05/12/2024 02:00:17",1733338817826,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","2",NA,"Yes|No","Multiple Choice",6,"object-8"
"788","17",1733364017826,"05/12/2024 02:00:17",1733338817826,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value","Emeet",NA,NA,"Comment Box",7,"object-9"
"789","18",1733364017826,"05/12/2024 02:00:17",1733338817826,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","18",NA,NA,"Comment Box",8,"object-10"
"790","19",1733364017826,"05/12/2024 02:00:17",1733338817826,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","0",NA,NA,"Comment Box",9,"object-11"
"791","20",1733364017826,"05/12/2024 02:00:17",1733338817826,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","0",NA,NA,"Comment Box",10,"object-12"
"792","21",1733364017827,"05/12/2024 02:00:17",1733338817827,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"793","22",1733364017827,"05/12/2024 02:00:17",1733338817827,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"794","23",1733364017827,"05/12/2024 02:00:17",1733338817827,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
"795","24",1733364017827,"05/12/2024 02:00:17",1733338817827,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","quantised","1",NA,"Yes|No","Multiple Choice",12,"object-14"
"796","25",1733364017828,"05/12/2024 02:00:17",1733338817828,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"11. What additional information would you add to help make things easier to understand?","response","value","I cant think of anything additional.",NA,NA,"Comment Box",13,"object-16"
"797","26",1733364017828,"05/12/2024 02:00:17",1733338817828,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"798","27",1733364017828,"05/12/2024 02:00:17",1733338817828,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"799","28",1733364017829,"05/12/2024 02:00:17",1733338817829,-7,"04/12/2024 12:00:17",196386,6,"questionnaire-7ac3",NA,41811141,"BLIND",12213685,NA,"complete",NA,"6750fe2f0eeb520d4da8375a","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1920x945","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB44","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",137974,NA,NA,NA,NA
"800","1",1733365699479,"05/12/2024 02:28:19",1733344099479,-6,"04/12/2024 14:28:19",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"801","2",1733365797164,"05/12/2024 02:29:57",1733344197164,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","Yes",NA,"Yes|No","Multiple Choice",1,"object-3"
"802","3",1733365797164,"05/12/2024 02:29:57",1733344197164,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","1",NA,"Yes|No","Multiple Choice",1,"object-3"
"803","4",1733365797165,"05/12/2024 02:29:57",1733344197165,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"804","5",1733365797165,"05/12/2024 02:29:57",1733344197165,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"805","6",1733365797165,"05/12/2024 02:29:57",1733344197165,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value","n/a",NA,NA,"Comment Box",3,"object-5"
"806","7",1733365797166,"05/12/2024 02:29:57",1733344197166,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"807","8",1733365797166,"05/12/2024 02:29:57",1733344197166,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"808","9",1733365797166,"05/12/2024 02:29:57",1733344197166,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"809","10",1733365797167,"05/12/2024 02:29:57",1733344197167,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"810","11",1733365797167,"05/12/2024 02:29:57",1733344197167,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"811","12",1733365797167,"05/12/2024 02:29:57",1733344197167,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"812","13",1733365797167,"05/12/2024 02:29:57",1733344197167,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","other","n/a",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"813","14",1733365797174,"05/12/2024 02:29:57",1733344197174,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","No",NA,"Yes|No","Multiple Choice",5,"object-7"
"814","15",1733365797175,"05/12/2024 02:29:57",1733344197175,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","2",NA,"Yes|No","Multiple Choice",5,"object-7"
"815","16",1733365797175,"05/12/2024 02:29:57",1733344197175,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","Yes",NA,"Yes|No","Multiple Choice",6,"object-8"
"816","17",1733365797176,"05/12/2024 02:29:57",1733344197176,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","1",NA,"Yes|No","Multiple Choice",6,"object-8"
"817","18",1733365797176,"05/12/2024 02:29:57",1733344197176,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value","n/a",NA,NA,"Comment Box",7,"object-9"
"818","19",1733365797177,"05/12/2024 02:29:57",1733344197177,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","15 inches",NA,NA,"Comment Box",8,"object-10"
"819","20",1733365797178,"05/12/2024 02:29:57",1733344197178,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","0",NA,NA,"Comment Box",9,"object-11"
"820","21",1733365797178,"05/12/2024 02:29:57",1733344197178,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","0",NA,NA,"Comment Box",10,"object-12"
"821","22",1733365797179,"05/12/2024 02:29:57",1733344197179,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"822","23",1733365797179,"05/12/2024 02:29:57",1733344197179,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"823","24",1733365797180,"05/12/2024 02:29:57",1733344197180,-6,"04/12/2024 14:29:57",196386,6,"questionnaire-7ac3",NA,41811260,"BLIND",12213754,NA,"complete",NA,"6751071a100df8606b967f48","computer","Desktop or Laptop","Chromium OS 14541.0.0","Chrome 130.0.0.0","1536x960","1536x791","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB36","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
