"","Event Index","UTC Timestamp","UTC Date and Time","Local Timestamp","Local Timezone","Local Date and Time","Experiment ID","Experiment Version","Tree Node Key","Repeat Key","Schedule ID","Participant Public ID","Participant Private ID","Participant Starting Group","Participant Status","Participant Completion Code","Participant External Session ID","Participant Device Type","Participant Device","Participant OS","Participant Browser","Participant Monitor Size","Participant Viewport Size","Checkpoint","Room ID","Room Order","Task Name","Task Version","counterbalance-2nfr","branch-i39d","branch-gwtr","branch-9h9t","checkpoint-o7ee","checkpoint-6s7s","branch-ktz5","branch-hxbs","Page","Page ID","Page Counter","Question","Response Type","Key","Response","Tag","OptionOrder","Object Name","Object Number","Object ID"
"1137","18",1733333806104,"04/12/2024 17:36:46",1733305006104,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","20 inches",NA,NA,"Comment Box",8,"object-10"
"1138","19",1733333806105,"04/12/2024 17:36:46",1733305006105,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","0",NA,NA,"Comment Box",9,"object-11"
"1139","20",1733333806105,"04/12/2024 17:36:46",1733305006105,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","0",NA,NA,"Comment Box",10,"object-12"
"1140","21",1733333806105,"04/12/2024 17:36:46",1733305006105,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"1141","22",1733333806106,"04/12/2024 17:36:46",1733305006106,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"1142","23",1733333806106,"04/12/2024 17:36:46",1733305006106,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
"1143","24",1733333806106,"04/12/2024 17:36:46",1733305006106,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","quantised","1",NA,"Yes|No","Multiple Choice",12,"object-14"
"1144","25",1733333806107,"04/12/2024 17:36:46",1733305006107,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"11. What additional information would you add to help make things easier to understand?","response","value","nothing",NA,NA,"Comment Box",13,"object-16"
"1145","26",1733333806107,"04/12/2024 17:36:46",1733305006107,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"1146","27",1733333806107,"04/12/2024 17:36:46",1733305006107,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"1147","28",1733333806109,"04/12/2024 17:36:46",1733305006109,-8,"04/12/2024 01:36:46",196386,6,"questionnaire-ng98",NA,41804162,"BLIND",12211266,NA,"complete",NA,"675085b54af6da2fb6535f46","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 131.0.0.0","1440x900","1440x812","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB1","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",86934,NA,NA,NA,NA
"1148","1",1733334477809,"04/12/2024 17:47:57",1733316477809,-5,"04/12/2024 07:47:57",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"1149","2",1733334574791,"04/12/2024 17:49:34",1733316574791,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","Yes",NA,"Yes|No","Multiple Choice",1,"object-3"
"1150","3",1733334574791,"04/12/2024 17:49:34",1733316574791,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","1",NA,"Yes|No","Multiple Choice",1,"object-3"
"1151","4",1733334574792,"04/12/2024 17:49:34",1733316574792,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"1152","5",1733334574792,"04/12/2024 17:49:34",1733316574792,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"1153","6",1733334574792,"04/12/2024 17:49:34",1733316574792,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value","no medications that impair my judgement",NA,NA,"Comment Box",3,"object-5"
"1154","7",1733334574793,"04/12/2024 17:49:34",1733316574793,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"1155","8",1733334574793,"04/12/2024 17:49:34",1733316574793,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"1156","9",1733334574793,"04/12/2024 17:49:34",1733316574793,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"1157","10",1733334574794,"04/12/2024 17:49:34",1733316574794,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"1158","11",1733334574795,"04/12/2024 17:49:34",1733316574795,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"1159","12",1733334574796,"04/12/2024 17:49:34",1733316574796,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"1160","13",1733334574796,"04/12/2024 17:49:34",1733316574796,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","No",NA,"Yes|No","Multiple Choice",5,"object-7"
"1161","14",1733334574797,"04/12/2024 17:49:34",1733316574797,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","2",NA,"Yes|No","Multiple Choice",5,"object-7"
"1162","15",1733334574804,"04/12/2024 17:49:34",1733316574804,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","Yes",NA,"Yes|No","Multiple Choice",6,"object-8"
"1163","16",1733334574804,"04/12/2024 17:49:34",1733316574804,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","1",NA,"Yes|No","Multiple Choice",6,"object-8"
"1164","17",1733334574805,"04/12/2024 17:49:34",1733316574805,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value","I was using the built in camera",NA,NA,"Comment Box",7,"object-9"
"1165","18",1733334574806,"04/12/2024 17:49:34",1733316574806,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","an arms length about 20 inches",NA,NA,"Comment Box",8,"object-10"
"1166","19",1733334574807,"04/12/2024 17:49:34",1733316574807,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","0",NA,NA,"Comment Box",9,"object-11"
"1167","20",1733334574807,"04/12/2024 17:49:34",1733316574807,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","0",NA,NA,"Comment Box",10,"object-12"
"1168","21",1733334574808,"04/12/2024 17:49:34",1733316574808,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"1169","22",1733334574809,"04/12/2024 17:49:34",1733316574809,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"1170","23",1733334574810,"04/12/2024 17:49:34",1733316574810,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
"1171","24",1733334574812,"04/12/2024 17:49:34",1733316574812,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","quantised","1",NA,"Yes|No","Multiple Choice",12,"object-14"
"1172","25",1733334574813,"04/12/2024 17:49:34",1733316574813,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"11. What additional information would you add to help make things easier to understand?","response","value","nothing",NA,NA,"Comment Box",13,"object-16"
"1173","26",1733334574814,"04/12/2024 17:49:34",1733316574814,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"1174","27",1733334574815,"04/12/2024 17:49:34",1733316574815,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"1175","28",1733334574816,"04/12/2024 17:49:34",1733316574816,-5,"04/12/2024 07:49:34",196386,6,"questionnaire-ng98",NA,41804548,"BLIND",12211533,NA,"complete",NA,"6750931d377337fd0d89faf1","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1366x768","1366x768","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB6","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",96814,NA,NA,NA,NA
"1176","1",1733335862642,"04/12/2024 18:11:02",1733317862642,-5,"04/12/2024 08:11:02",196386,6,"questionnaire-ng98",NA,41804956,"BLIND",12211663,NA,"complete",NA,"675098c56a8200bdacc112ed","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1280x720","1280x591","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB2","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"1177","2",1733335981725,"04/12/2024 18:13:01",1733317981725,-5,"04/12/2024 08:13:01",196386,6,"questionnaire-ng98",NA,41804956,"BLIND",12211663,NA,"complete",NA,"675098c56a8200bdacc112ed","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1280x720","1280x591","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB2","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","No",NA,"Yes|No","Multiple Choice",1,"object-3"
"1178","3",1733335981725,"04/12/2024 18:13:01",1733317981725,-5,"04/12/2024 08:13:01",196386,6,"questionnaire-ng98",NA,41804956,"BLIND",12211663,NA,"complete",NA,"675098c56a8200bdacc112ed","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1280x720","1280x591","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB2","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","2",NA,"Yes|No","Multiple Choice",1,"object-3"
"1179","4",1733335981726,"04/12/2024 18:13:01",1733317981726,-5,"04/12/2024 08:13:01",196386,6,"questionnaire-ng98",NA,41804956,"BLIND",12211663,NA,"complete",NA,"675098c56a8200bdacc112ed","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1280x720","1280x591","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB2","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"1180","5",1733335981726,"04/12/2024 18:13:01",1733317981726,-5,"04/12/2024 08:13:01",196386,6,"questionnaire-ng98",NA,41804956,"BLIND",12211663,NA,"complete",NA,"675098c56a8200bdacc112ed","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1280x720","1280x591","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB2","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"1181","6",1733335981726,"04/12/2024 18:13:01",1733317981726,-5,"04/12/2024 08:13:01",196386,6,"questionnaire-ng98",NA,41804956,"BLIND",12211663,NA,"complete",NA,"675098c56a8200bdacc112ed","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1280x720","1280x591","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB2","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value","n/a",NA,NA,"Comment Box",3,"object-5"
"1182","7",1733335981727,"04/12/2024 18:13:01",1733317981727,-5,"04/12/2024 08:13:01",196386,6,"questionnaire-ng98",NA,41804956,"BLIND",12211663,NA,"complete",NA,"675098c56a8200bdacc112ed","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1280x720","1280x591","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB2","Yes","Pass","Exit","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
